iter	Passed	Remaining
720	1661	642
721	1662	640
722	1663	637
723	1664	634
724	1665	631
725	1666	629
726	1667	626
727	1668	623
728	1670	620
729	1671	618
730	1672	615
731	1673	612
732	1674	609
733	1675	607
734	1676	604
735	1677	601
736	1678	599
737	1679	596
738	1681	593
739	1682	591
740	1683	588
741	1684	585
742	1685	582
743	1686	580
744	1687	577
745	1688	574
746	1689	572
747	1690	569
748	1692	567
749	1693	564
750	1694	561
751	1695	559
752	1696	556
753	1698	554
754	1699	551
755	1700	548
756	1701	546
757	1702	543
758	1703	540
759	1704	538
760	1705	535
761	1706	533
762	1708	530
763	1709	527
764	1710	525
765	1711	522
766	1712	520
767	1714	517
768	1715	515
769	1716	512
770	1717	510
771	1718	507
772	1719	504
773	1720	502
774	1721	499
775	1722	497
776	1723	494
777	1724	492
778	1726	489
779	1727	487
780	1728	484
781	1729	482
782	1730	479
783	1731	477
784	1732	474
785	1734	472
786	1735	469
787	1736	467
788	1737	464
789	1739	462
790	1740	459
791	1741	457
792	1742	454
793	1743	452
794	1745	449
795	1746	447
796	1747	445
797	1748	442
798	1750	440
799	1751	437
800	1752	435
801	1753	432
802	1754	430
803	1756	428
804	1757	425
805	1758	423
806	1759	420
807	1761	418
808	1762	416
809	1763	413
810	1764	411
811	1766	408
812	1767	406
813	1768	404
814	1769	401
815	1771	399
816	1772	396
817	1773	394
818	1774	392
819	1775	389
820	1776	387
821	1778	385
822	1779	382
823	1780	380
824	1781	377
825	1782	375
826	1784	373
827	1785	370
828	1787	368
829	1788	366
830	1789	363
831	1791	361
832	1792	359
833	1793	356
834	1794	354
835	1795	352
836	1796	349
837	1798	347
838	1799	345
839	1800	343
840	1802	340
841	1803	338
842	1804	336
843	1805	333
844	1807	331
845	1808	329
846	1809	326
847	1811	324
848	1812	322
849	1814	320
850	1815	317
851	1816	315
852	1818	313
853	1819	311
854	1820	308
855	1821	306
856	1822	304
857	1823	301
858	1825	299
859	1826	297
860	1827	295
861	1829	292
862	1830	290
863	1831	288
864	1832	286
865	1833	283
866	1835	281
867	1836	279
868	1837	277
869	1838	274
870	1840	272
871	1841	270
872	1842	268
873	1843	265
874	1845	263
875	1846	261
876	1848	259
877	1849	257
878	1850	254
879	1852	252
880	1853	250
881	1854	248
882	1855	245
883	1857	243
884	1858	241
885	1859	239
886	1861	237
887	1862	234
888	1863	232
889	1864	230
890	1866	228
891	1867	226
892	1868	223
893	1869	221
894	1871	219
895	1872	217
896	1873	215
897	1875	212
898	1876	210
899	1877	208
900	1878	206
901	1880	204
902	1881	202
903	1882	199
904	1884	197
905	1885	195
906	1886	193
907	1887	191
908	1889	189
909	1890	186
910	1891	184
911	1892	182
912	1893	180
913	1894	178
914	1895	176
915	1897	173
916	1898	171
917	1899	169
918	1900	167
919	1901	165
920	1902	163
921	1903	161
922	1905	158
923	1906	156
924	1907	154
925	1908	152
926	1909	150
927	1910	148
928	1911	146
929	1913	143
930	1914	141
931	1915	139
932	1916	137
933	1917	135
934	1918	133
935	1919	131
936	1920	129
937	1922	127
938	1923	124
939	1924	122
940	1925	120
941	1926	118
942	1927	116
943	1928	114
944	1929	112
945	1930	110
946	1931	108
947	1933	106
948	1934	103
949	1935	101
950	1936	99
951	1938	97
952	1940	95
953	1941	93
954	1942	91
955	1943	89
956	1944	87
957	1945	85
958	1946	83
959	1947	81
960	1949	79
961	1950	77
962	1951	74
963	1952	72
964	1953	70
965	1954	68
966	1955	66
967	1957	64
968	1958	62
969	1959	60
970	1960	58
971	1961	56
972	1962	54
973	1963	52
974	1965	50
975	1966	48
976	1968	46
977	1969	44
978	1971	42
979	1972	40
980	1974	38
981	1975	36
982	1976	34
983	1978	32
984	1980	30
985	1981	28
986	1983	26
987	1984	24
988	1985	22
989	1986	20
990	1987	18
991	1989	16
992	1990	14
993	1992	12
994	1993	10
995	1995	8
996	1996	6
997	2000	4
998	2001	2
999	2003	0
